Property Reference Number,Full Property Address,Primary Liable party name,Analysis Code,Account Start Date,Current Rateable Value
177500014710,"Unit 6b, Shawcross Industrial Estate, Ackworth Road, Portsmouth, PO3 5HU",Personal details not listed,CG1,19/06/2000,11000
177500015310,"Unit 32, Shawcross Industrial Estate, Ackworth Road, Portsmouth, PO3 5HY",Personal details not listed,IF3,01/11/1991,5600
177500016710,"Unit 17, Ordnance Court, Ackworth Road, Portsmouth, PO3 5RZ",Personal details not listed,IF3,01/01/2006,10500
177500017710,"Unit 1, Venture Court, Ackworth Road, Portsmouth, PO3 5RY",Personal details not listed,CW3,01/03/1997,7800
177500017910,"Unit 2b, Venture Court, Ackworth Road, Portsmouth, PO3 5RY",Personal details not listed,IF3,01/03/2006,7800
177500018210,"Unit 4, Venture Court, Ackworth Road, Portsmouth, PO3 5RY",Personal details not listed,CW3,01/04/2020,7500
177500018310,"Unit 5, Venture Court, Ackworth Road, Portsmouth, PO3 5RY",Personal details not listed,IF3,01/09/2018,7500
177500018710,"Unit 9, Venture Court, Ackworth Road, Portsmouth, PO3 5RY",Personal details not listed,IF3,01/04/2007,7700
177500018810,"Unit 10, Venture Court, Ackworth Road, Portsmouth, PO3 5RY",Personal details not listed,IF3,09/01/2017,7300
177500019110,"Unit 26, Ordnance Court, Ackworth Road, Portsmouth, PO3 5RY",Personal details not listed,IF,07/03/1997,15000
177500054610,"2, Fairway Business Centre, Airport Service Road, Portsmouth, PO3 5NU",Personal details not listed,CW,01/07/2016,10500
177500055020,"8, Fairway Business Centre, Airport Service Road, Portsmouth, Hants, PO3 5NU",Personal details not listed,IF3,23/05/2018,8500
177500055110,"9, Fairway Business Centre, Airport Service Road, Portsmouth, Hants, PO3 5NU",Personal details not listed,IF3,01/11/2013,7300
177500076710,"1, Albert Road, Southsea, Hants, PO5 2SE",Personal details not listed,CS,22/02/2020,6700
177500076910,"1b, Albert Road, Southsea, Hants, PO5 2SE",Personal details not listed,CS,01/04/2000,10250
177500077010,"1c, Albert Road, Southsea, Hants, PO5 2SE",Personal details not listed,CS,22/11/2019,9500
177500077110,"2b, Albert Road, Southsea, Hants, PO5 2SH",Personal details not listed,CS,15/11/2016,10000
177500077610,"2d, Albert Road, Southsea, Hants, PO5 2SH",Personal details not listed,CS,01/02/2019,3350
177500077710,"3, Albert Road, Southsea, Hants, PO5 2SE",Personal details not listed,CS,01/04/1990,8800
177500078210,"Ground Floor, 6, Albert Road, Southsea, Hants, PO5 2SH",Personal details not listed,CS,25/06/2003,6500
177500078410,"7, Albert Road, Southsea, Hants, PO5 2SE",Personal details not listed,CR,01/09/2015,12750
177500078510,"Ground Floor, 8, Albert Road, Southsea, Hants, PO5 2SH",Personal details not listed,CR,13/04/2018,10000
177500078710,"9, Albert Road, Southsea, Hants, PO5 2SE",Personal details not listed,CS,05/08/2009,11000
177500078810,"Ground Floor, 10, Albert Road, Southsea, Hants, PO5 2SH",Personal details not listed,CS,27/07/2006,9000
177500079510,"Ground Floor, 16, Albert Road, Southsea, Hants, PO5 2SH",Personal details not listed,CS,01/04/1990,9900
177500079710,"17, Albert Road, Southsea, PO5 2SE",Personal details not listed,CR,20/02/2015,9900
177500080210,"21, Albert Road, Southsea, Hants, PO5 2SE",Personal details not listed,CS,01/04/2019,6200
177500080710,"Ground Floor, 25, Albert Road, Southsea, Hants, PO5 2SE",Personal details not listed,CS,14/05/2003,8600
177500081110,"27, Albert Road, Southsea, Hants, PO5 2SE",Personal details not listed,CS,24/10/2016,11250
177500082410,"Ground Floor, 29, Albert Road, Southsea, Hants, PO5 2SE",Personal details not listed,CS,01/04/2021,8100
177500082810,"Ground Floor, 32, Albert Road, Southsea, Hants, PO5 2SJ",Personal details not listed,CS,17/01/2019,5300
177500083310,"34, Albert Road, Southsea, Hants, PO5 2SJ",Personal details not listed,CS,04/07/2012,4850
177500083710,"36, Albert Road, Southsea, Hants, PO5 2SJ",Personal details not listed,CS,05/03/2020,6500
177500083810,"37, Albert Road, Southsea, Hants, PO5 2SE",Personal details not listed,CS,24/12/2019,7700
177500084510,"42, Albert Road, Southsea, Hants, PO5 2SJ",Personal details not listed,CS,23/02/2019,8600
177500084810,"44, Albert Road, Southsea, Hants, PO5 2SJ",Personal details not listed,CS,01/05/2013,8300
177500085010,"48, Albert Road, Southsea, Hants, PO5 2SJ",Personal details not listed,CS,16/09/2020,8500
177500085210,"Ground Floor, 49, Albert Road, Southsea, Hants, PO5 2SF",Personal details not listed,CS,01/09/2018,7000
177500085710,"51, Albert Road, Southsea, PO5 2ST",Personal details not listed,CS,01/12/2010,10000
177500086110,"53, Albert Road, Southsea, Hants, PO5 2SF",Personal details not listed,CS,01/06/2008,8300
177500086410,"Ground Floor, 54, Albert Road, Southsea, Hants, PO5 2SJ",Personal details not listed,CR,04/06/2013,8400
177500086610,"Ground Floor, 55, Albert Road, Southsea, Hants, PO5 2SF",Personal details not listed,CS,18/03/2016,9500
177500086710,"Ground Floor, 56, Albert Road, Southsea, Hants, PO5 2SJ",Personal details not listed,CR,01/04/2018,11000
177500087011,"58, Albert Road, Southsea, Hants, PO5 2SL",Personal details not listed,CS,01/11/2009,9800
177500087210,"60, Albert Road, Southsea, Hants, PO5 2SL",Personal details not listed,CS,06/04/1999,6700
177500087410,"Ground Floor, 61, Albert Road, Southsea, Hants, PO5 2SF",Personal details not listed,CR,11/07/2011,8600
177500088610,"Ground Floor, 69, Albert Road, Southsea, Hants, PO5 2SG",Personal details not listed,CS,01/04/1990,10500
177500089110,"70b, Albert Road, Southsea, Hants, PO5 2SL",Personal details not listed,CS,30/05/2005,9000
177500089210,"71, Albert Road, Southsea, Hants, PO5 2SG",Personal details not listed,CS,27/06/2019,4750
177500089310,"72, Albert Road, Southsea, Hants, PO5 2SL",Personal details not listed,CS,12/10/2017,9300
177500090710,"78, Albert Road, Southsea, Hants, PO5 2SN",Personal details not listed,CS,01/12/2011,8600
177500091010,"81, Albert Road, Southsea, Hants, PO5 2SG",Personal details not listed,CS,01/08/2012,7400
177500091110,"Ground Floor, 83, Albert Road, Southsea, Hants, PO5 2SG",Personal details not listed,CS,30/10/2020,11250
177500091710,"Ground Floor, 88, Albert Road, Southsea, Hants, PO5 2SN",Personal details not listed,CS,13/04/2018,6400
177500092110,"90, Albert Road, Southsea, Hants, PO5 2SN",Personal details not listed,CS,01/08/2017,6300
177500092210,"Ground Floor, 91, Albert Road, Southsea, Hants, PO5 2SG",Personal details not listed,CS,01/09/1999,8400
177500092610,"Ground Floor, 93, Albert Road, Southsea, Hants, PO5 2SG",Personal details not listed,CR,21/11/2006,9200
177500092810,"Ground Floor, 94, Albert Road, Southsea, Hants, PO5 2SN",Personal details not listed,CS,25/10/2016,6000
177500093210,"96, Albert Road, Southsea, Hants, PO5 2SN",Personal details not listed,CS,07/07/2010,6900
177500093610,"102, Albert Road, Southsea, Hants, PO5 2SN",Personal details not listed,CS,01/04/2015,8800
177500093810,"104, Albert Road, Southsea, Hants, PO5 2SN",Personal details not listed,CS,17/08/2021,7600
177500094510,"110, Albert Road, Southsea, Hants, PO4 0JS",Personal details not listed,CS,01/04/2020,10500
177500094610,"111-113, Albert Road, Southsea, Hants, PO5 2SQ",Personal details not listed,CS,20/04/2003,23250
177500094710,"112, Albert Road, Southsea, Hants, PO4 0JS",Personal details not listed,CS,01/11/2018,5500
177500094910,"112a, Albert Road, Southsea, Hants, PO4 0JS",Personal details not listed,CW3,02/11/2015,4650
177500095010,"Ground Floor, 114, Albert Road, Southsea, Hants, PO4 0JS",Personal details not listed,CS6,17/06/1992,6900
177500095410,"116, Albert Road, Southsea, Hants, PO4 0JS",Personal details not listed,CS,09/06/2020,8600
177500095610,"118, Albert Road, Southsea, Hants, PO4 0JS",Personal details not listed,CS,22/12/2018,8200
177500095710,"Duke Of Devonshire, 119, Albert Road, Southsea, Hants, PO5 2SQ",Personal details not listed,CL,20/11/2018,29000
177500096010,"120, Albert Road, Southsea, Hants, PO4 0JS",Personal details not listed,CS,20/11/2017,7400
177500096210,"122, Albert Road, Southsea, Hants, PO4 0JS",Personal details not listed,CS,06/10/2021,6700
177500096510,"123, Albert Road, Southsea, Hants, PO5 2SQ",Personal details not listed,CS,01/10/2012,6300
177500097310,"127, Albert Road, Southsea, Hants, PO5 2SQ",Personal details not listed,CS,04/07/2019,7800
177500098210,"129, Albert Road, Southsea, Hants, PO5 2SQ",Personal details not listed,CS,01/04/2019,9200
177500098410,"130, Albert Road, Southsea, Hants, PO4 0JS",Personal details not listed,CS,01/10/2016,6600
177500098510,"131, Albert Road, Southsea, Hants, PO5 2SQ",Personal details not listed,CS,15/09/2020,9600
177500098610,"132, Albert Road, Southsea, Hants, PO4 0JS",Personal details not listed,CS,03/10/2018,5700
177500099410,"Ground Floor, 138, Albert Road, Southsea, Hants, PO4 0JS",Personal details not listed,CS,06/04/2017,5700
177500099610,"139, Albert Road, Southsea, Hants, PO5 2SQ",Personal details not listed,CS,01/03/2007,6000
177500099810,"140, Albert Road, Southsea, Hants, PO4 0JS",Personal details not listed,CS,01/12/2014,7700
177500100110,"142, Albert Road, Southsea, Hants, PO4 0JS",Personal details not listed,CS,01/04/2009,5900
177500100820,"147c, Albert Road, Southsea, Hants, PO4 0JW",Personal details not listed,CS,01/12/2020,3650
177500102010,"158, Albert Road, Southsea, Hants, PO4 0JT",Personal details not listed,CS,03/02/2006,5900
177500102210,"160, Albert Road, Southsea, Hants, PO4 0JT",Personal details not listed,CS,22/11/2021,6100
177500102710,"166, Albert Road, Southsea, Hants, PO4 0JT",Personal details not listed,CS3,01/06/2021,6200
177500103110,"Ground Floor, 168, Albert Road, Southsea, Hants, PO4 0JT",Personal details not listed,CS,30/11/2007,6500
177500103310,"Impress Dry Cleaners, 169-171, Albert Road, Southsea, Hants, PO4 0JW",Personal details not listed,CS5,15/06/2016,14750
177500103510,"Shop, 170, Albert Road, Southsea, Hants, PO4 0JT",Personal details not listed,CS,01/04/2019,5000
177500103710,"Ground Floor, 172, Albert Road, Southsea, Hants, PO4 0JT",Personal details not listed,CS,09/07/2012,8500
177500103910,"173, Albert Road, Southsea, Hants, PO4 0JW",Personal details not listed,CS,01/04/2018,8100
177500104210,"175, Albert Road, Southsea, Hants, PO4 0JW",Personal details not listed,CS,02/04/2007,4900
177500104610,"178-180, Albert Road, Southsea, Hants, PO4 0JT",Personal details not listed,CS,27/07/2015,16000
177500105010,"Ground Floor, 181, Albert Road, Southsea, Hants, PO4 0JP",Personal details not listed,CS,08/05/1992,7900
177500105230,"184, Albert Road, Southsea, PO4 0JT",Personal details not listed,CS,01/03/2012,8100
177500105810,"192, Albert Road, Southsea, Hants, PO4 0JT",Personal details not listed,CS,01/09/2021,8000
177500105910,"193, Albert Road, Southsea, Hants, PO4 0JP",Personal details not listed,CS,15/05/2019,7100
177500106410,"197, Albert Road, Southsea, Hants, PO4 0JP",Personal details not listed,CS,01/07/1994,5400
177500106710,"201, Albert Road, Southsea, Hants, PO4 0JP",Personal details not listed,CS,25/07/2002,8900
177500107410,"Gf Shop, 203, Albert Road, Southsea, Hants, PO4 0JP",Personal details not listed,CS,10/02/2019,7200
177500107510,"205, Albert Road, Southsea, Hants, PO4 0JP",Personal details not listed,CS,01/02/2020,7900
177500107610,"206, Albert Road, Southsea, Hants, PO4 0JT",Personal details not listed,CS3,02/07/2019,6000
177500107810,"208, Albert Road, Southsea, Hants, PO4 0JT",Personal details not listed,CS,01/04/2020,6300
177500108110,"210, Albert Road, Southsea, Hants, PO4 0JT",Personal details not listed,CS,21/01/2012,8200
177500108310,"211, Albert Road, Southsea, Hants, PO4 0JP",Personal details not listed,CS,01/08/2020,8600
177500108410,"213, Albert Road, Southsea, Hants, PO4 0JP",Personal details not listed,CS,02/04/2012,5700
177500108510,"Ground Floor, 215, Albert Road, Southsea, Hants, PO4 0JP",Personal details not listed,CS,15/09/2020,8000
177500108710,"217, Albert Road, Southsea, Hants, PO4 0JP",Personal details not listed,CS,18/02/2019,8600
177500109210,"Ground Floor, 227, Albert Road, Southsea, Hants, PO4 0JP",Personal details not listed,CS,01/07/2014,5000
177500109410,"229, Albert Road, Southsea, Hants, PO4 0JP",Personal details not listed,CS,21/02/2017,6900
177500109510,"Ground Floor, 231, Albert Road, Southsea, Hants, PO4 0JP",Personal details not listed,CS,25/05/2011,9600
177500109810,"233, Albert Road, Southsea, Hants, PO4 0JR",Personal details not listed,CS,01/06/2000,7800
177500110110,"239, Albert Road, Southsea, Hants, PO4 0JR",Personal details not listed,CS,14/05/2014,6300
177500110210,"241, Albert Road, Southsea, Hants, PO4 0JR",Personal details not listed,CS,07/10/2019,6300
177500110310,"243, Albert Road, Southsea, Hants, PO4 0JR",Personal details not listed,CS,28/02/2016,6000
177500110610,"249, Albert Road, Southsea, Hants, PO4 0JR",Personal details not listed,CS,20/07/2016,6800
177500110910,"255, Albert Road, Southsea, Hants, PO4 0JR",Personal details not listed,CR,10/05/2015,10250
177500125310,"Workshop & Yard Rear Of, 116, Albert Road, Southsea, Hants, PO4 0JS",Personal details not listed,IF3,01/03/1993,3300
177500126610,"H & E Car Spares-Breakers Yard, Alchorne Place, Portsmouth, PO3 5QL",Personal details not listed,CW1,01/04/2013,11000
177500126910,"D & R Auto Refinishing, Alchorne Place, Portsmouth, PO3 5QL",Personal details not listed,CW,01/04/2015,7200
177500127210,"Neale & Sons-General Haulage, Alchorne Place, Portsmouth, PO3 5QL",Personal details not listed,CG1,01/04/1990,8300
177500127310,"Portsmouth Mot Test Centre, Alchorne Place, Portsmouth, PO3 5QL",Personal details not listed,CG1,01/04/2011,11000
177500164010,"137, Allaway Avenue, Portsmouth, PO6 4HE",Personal details not listed,CS,02/03/2020,7000
177500164110,"139, Allaway Avenue, Portsmouth, PO6 4HE",Personal details not listed,CS,17/09/2009,9100
177500164310,"143, Allaway Avenue, Portsmouth, PO6 4HE",Personal details not listed,CS,21/09/2012,6500
177500164410,"145, Allaway Avenue, Portsmouth, PO6 4HE",Personal details not listed,CS,07/12/1999,6300
177500164610,"149, Allaway Avenue, Portsmouth, PO6 4HE",Personal details not listed,CS,31/12/2012,10000
177500164710,"151, Allaway Avenue, Portsmouth, PO6 4HE",Personal details not listed,CS,01/05/2020,14000
177500167410,"201, Allaway Avenue, Portsmouth, PO6 4HG",Personal details not listed,CS3,09/02/2018,7300
177500193010,"Surgery, 194, Allaway Avenue, Portsmouth, PO6 4HJ",Personal details not listed,MH,23/06/2021,5300
177500248510,"Store, 90, Alver Road, Portsmouth, PO1 5HW",Personal details not listed,CW3,11/04/2012,2750
177500274510,"1a, Angerstein Road, Portsmouth, PO2 8HL",Personal details not listed,CS,07/10/2018,3150
177500313710,"26, Arundel Street, Portsmouth, PO1 1NL",Personal details not listed,CS,06/08/2020,19250
177500313910,"28, Arundel Street, Portsmouth, PO1 1NL",Personal details not listed,CS,04/09/2020,29000
177500318210,"199, Arundel Street, Portsmouth, PO1 1NP",Personal details not listed,CS,29/10/2020,4550
177500319310,"232, Arundel Street, Portsmouth, PO1 1NT",Personal details not listed,CS,09/04/2013,6700
177500321510,"272, Arundel Street, Portsmouth, PO1 1NT",Personal details not listed,CS,01/10/2020,5100
177500321710,"274, Arundel Street, Portsmouth, PO1 1NT",Personal details not listed,CSO,01/04/1990,4350
177500322810,"288, Arundel Street, Portsmouth, PO1 1NT",Personal details not listed,CS,01/04/1990,4750
177500424010,"Garage, 1, Baffins Road, Portsmouth, PO3 6BD",Personal details not listed,IF3,01/04/2000,15000
177500424910,"2, Baffins Road, Portsmouth, PO3 6BG",Personal details not listed,CS,15/03/2010,6400
177500469610,"127, Bath Road, Southsea, Hants, PO4 0HX",Personal details not listed,CS,11/05/2019,3750
177500473310,"Sailmakers Loft, 5, Bath Square, Portsmouth, PO1 2JL",Personal details not listed,CH2,01/04/2007,2150
177500510010,"1c, Beatrice Road, Southsea, Hants, PO4 0JY",Personal details not listed,CX,10/09/2019,10000
177500519010,"The Raven P.H., Bedford Street, Southsea, Hants, PO5 4BT",Personal details not listed,CL,01/05/2015,12000
177500542410,"The Pier, 2, Bellevue Terrace, Southsea, Hants, PO5 3AT",Personal details not listed,CH2,07/09/2020,5800
177500542910,"7, Bellevue Terrace, Southsea, Hants, PO5 3AT",Personal details not listed,CO,01/04/1990,5300
177500544210,"Pembroke Park Hotel, 1, Bellevue Terrace, Southsea, Hants, PO5 3AT",Personal details not listed,CH2,28/07/2016,6500
177500552010,"11, Bembridge Crescent, Southsea, Hants, PO4 0QT",Personal details not listed,CH2,01/04/1990,4650
177500616410,"Store, Adjacent, 48, Bevis Road, Portsmouth, PO2 8AT",Personal details not listed,CW1,24/05/2017,4450
177500619410,"The Druids Arms, 11-15, Binsteed Road, Portsmouth, PO2 7PH",Personal details not listed,CL,20/09/2011,11700
177500706010,"2a, Bosham Road, Portsmouth, PO2 7LQ",Personal details not listed,CG1,01/04/2019,4500
177500712110,"14, Boulton Road, Southsea, Hants, PO5 1NT",Personal details not listed,CW3,01/04/2000,5900
177500724710,"1, Paulsgrove Enterprise Centre, Bourne Road, Portsmouth, PO6 4JD",Personal details not listed,IF3,10/12/2021,1800
177500724810,"2, Paulsgrove Enterprise Centre, Bourne Road, Portsmouth, PO6 4JD",Personal details not listed,IF3,19/08/2021,1375
177500724920,"Unit 3, Paulsgrove Enterprise Centre, Bourne Road, Portsmouth, PO6 4JS",Personal details not listed,IF3,01/09/2021,2425
177500725410,"8, Paulsgrove Enterprise Centre, Bourne Road, Portsmouth, PO6 4JD",Personal details not listed,IF3,01/04/2005,4750
177500725620,"Unit 10, Paulsgrove Enterprise Centre, Bourne Road, Portsmouth, PO6 4JS",Personal details not listed,IF3,12/02/2021,2375
177500728610,"Store Rear Of, 12-14, Bowler Avenue, Portsmouth, PO3 6AY",Personal details not listed,CW3,15/05/1990,1075
177500769010,"Garage & Workshop, Brandon Road, Southsea, Hants, PO5 2LY",Personal details not listed,CG1,15/09/2012,6200
177500811210,"1a, Bristol Road, Southsea, Hants, PO4 9QH",Personal details not listed,CS,09/10/2001,2600
177500830410,"35, Broad Street, Portsmouth, PO1 2JD",Personal details not listed,CH2,31/08/2008,5000
177500835510,"Square Tower, Broad Street, Portsmouth, PO1 2JD",Personal details not listed,EM1,16/08/2012,5700
177500849510,"Workshop Rear Of, 46b, Brompton Road, Portsmouth, PO4 9AL",Personal details not listed,CW3,08/06/2018,2850
177500959110,"Golf Driving Range, Burrfields Road, Portsmouth, PO3 5HH",Personal details not listed,LS2,01/04/1990,66000
177500973210,"59a, Byerley Road, Portsmouth, PO1 5AX",Personal details not listed,CG1,06/04/2016,8000
177501083810,"Coffee Cabin, Southsea Common, Clarence Esplanade, Southsea, PO5 3NS",Personal details not listed,LX,01/04/2015,6300
177501089810,"The Barley Mow, 39, Castle Road, Southsea, Hants, PO5 3DE",Personal details not listed,CL,13/12/2006,27750
177501093210,"60, Castle Road, Southsea, Hants, PO5 3AZ",Personal details not listed,CS2,30/04/2019,4700
177501093410,"62, Castle Road, Southsea, Hants, PO5 3AZ",Personal details not listed,CS,01/06/2017,3800
177501093610,"64, Castle Road, Southsea, Hants, PO5 3AZ",Personal details not listed,CS,01/11/2018,4050
177501094510,"66, Castle Road, Southsea, Hants, PO5 3AZ",Personal details not listed,CS,01/04/2018,4950
177501095510,"75, Castle Road, Southsea, Hants, PO5 3AY",Personal details not listed,CS,01/04/2018,6300
177501097210,"77a, Castle Road, Southsea, Hants, PO5 3AY",Personal details not listed,CS,01/04/1995,10250
177501097310,"77b, Castle Road, Southsea, Hants, PO5 3AY",Personal details not listed,CS,10/05/2019,6600
177501097910,"79, Castle Road, Southsea, Hants, PO5 3AY",Personal details not listed,CS,16/09/2002,7100
177501098210,"81, Castle Road, Southsea, Hants, PO5 3AY",Personal details not listed,CS,01/11/2019,5400
177501098910,"86, Castle Road, Southsea, Hants, PO5 3AZ",Personal details not listed,CS,01/12/2012,4000
177501099010,"88, Castle Road, Southsea, Hants, PO5 3AZ",Personal details not listed,CS3,03/05/2017,5100
177501152310,"4 - 6, Charlotte Street, Portsmouth, PO1 4AJ",Personal details not listed,CS,11/10/2016,12500
177501152510,"10, Charlotte Street, Portsmouth, PO1 4AJ",Personal details not listed,CS,10/12/2018,5000
177501152910,"19, Charlotte Street, Portsmouth, PO1 4AH",Personal details not listed,CS,26/07/2018,3700
177501153110,"25, Charlotte Street, Portsmouth, PO1 4AH",Personal details not listed,CS,15/06/2011,4600
177501153310,"29, Charlotte Street, Portsmouth, PO1 4AH",Personal details not listed,CS,01/11/2021,5200
177501169710,"77, Chatsworth Avenue, Portsmouth, PO6 2UH",Personal details not listed,CS,24/06/2003,5200
177501235210,"Garage, 2, Chelsea Road, Portsmouth, PO5 1NJ",Personal details not listed,CG1,01/04/2001,8600
